First Component,Second Component,Third Component,Fourth Component,Particle Type
-45.704939667793404,0.9789060416719356,-68.9943497583905,-14.263725582986362,Gamma
19.046843575856446,76.83709658080417,-3.7152785193723425,26.901216954358617,Gamma
-58.61711709586192,-41.885924226044075,39.15049934185668,-80.72586751984723,Gamma
-74.25073841055857,5.89201802955371,-47.286172467522405,-111.74438867781961,Gamma
-87.05396490116352,-62.63617890140089,38.68469064904497,-17.374331220006987,Gamma
-28.614996143208483,20.030761807975082,-20.300304768233797,-3.42114970661911,Hadron
70.45248589108112,101.11946902446522,25.550029309919825,66.9010521511505,Hadron
-121.57586185485957,-140.8795946692268,215.95157796079744,94.18451612507468,Hadron
11.317288818344364,-99.47014588615514,-74.6914231982683,-127.01043580124177,Hadron
13.179028386534599,69.31317194116028,12.92447254328188,81.8133713223066,Hadron
78.36637872127586,-33.60391831804997,-7.06781016202314,-2.230201177821828,Hadron
32.27754795946696,61.12044014551631,30.409350353534737,49.62314110565794,Hadron
-12.55954682751602,5.704644828441477,57.0618265597479,106.0439270357135,Hadron
-15.042378867724574,13.391794880709199,77.23123373864965,-66.44259376635343,Hadron
-98.29053112375256,-150.25723636504358,-73.1383349736806,-113.20291122473353,Hadron
-117.36209760244411,-99.74424846055868,148.40031833928302,-8.241205538535839,Hadron
41.648998420150086,68.01476122306389,-17.99314526691336,124.3279432598643,Hadron
65.62402066372046,-8.48869369234064,-17.82035472086795,69.56943979646158,Hadron
-29.130476116406314,-71.86790224562827,54.07908765514549,-82.92626929694858,Hadron
77.81712285072295,22.747061139203748,-14.248511809993715,47.52828205605459,Hadron
-45.122256703976454,-3.7689701643095748,13.93101716009215,-92.95358804488528,Hadron
-25.887487497918244,23.57214052051162,-22.568474182515796,-35.88552334127742,Hadron
-49.5697412705476,8.100877188614493,-18.44190462182221,9.064504345948277,Hadron
117.24951318429338,-7.487329286635304,-70.80864898129693,-73.4691525702974,Hadron
-142.90020416740583,-214.9242549939289,77.59534488811101,-47.34838531538736,Hadron
3.4640943314215575,3.325993477166145,-48.07679829706969,5.442718762566285,Hadron
-86.46168838204026,-228.64575780452017,-44.728235977438516,1.9831307808592564,Hadron
-91.40886271640966,-109.14128441406403,57.654738088729204,-88.03823568340331,Hadron
12.992961067270375,60.872591299263824,-9.922088399547093,-32.92564340538245,Hadron
57.98422738777244,50.04227102162979,-12.377863092550802,99.19393210663972,Hadron
126.12867942623201,-88.7850591955179,-55.38697106908335,167.11293190384552,Hadron
130.38026021613857,-205.23402306689775,-115.06404537611523,224.75446912375293,Hadron
-29.19817675231128,39.201609187407584,-53.89320203158253,24.565696752326627,Hadron
-5.726680993309141,9.723643150748627,-40.49701008934719,-39.2752235744149,Hadron
-79.5327533278413,-221.46273013449076,-89.88280213788424,-26.03706744488875,Hadron
-5.396087215058741,46.74359304897438,-23.679364859340645,-28.547277482034474,Hadron
-32.49985606780225,-1.1905696632351537,-48.58910704351845,-1.378821967143917,Hadron
-53.90316537351927,-77.5351134339939,-42.653521563449125,-63.57328726865408,Hadron
-82.93615702701425,-40.00281140349692,12.694897479142876,-61.40444435992122,Hadron
-84.01859086240857,-135.85654037542744,156.12278172376023,35.9905699961676,Hadron
54.603631280680546,28.784317819014355,48.39322293477152,18.5788240212754,Hadron
117.1010519802126,-258.6726173091741,-77.89955746827879,-40.301119113093726,Hadron
-1.6299625293468114,-40.568556860511706,-42.02416137165298,49.721921523731126,Hadron
76.13781246656102,100.54560703260505,-3.6054373158174458,115.97551493398986,Hadron
43.25150673159392,-18.70208915523097,54.02889644000697,-173.20041519374757,Hadron
-60.58708408295215,-53.96520948288159,17.03604482342077,-24.339293383316363,Hadron
-22.6899757501168,28.771059512811878,-53.242163442584946,-95.02751227130582,Hadron
103.63912898908127,52.277669647615674,75.70782563863195,-68.13189371326082,Hadron
-71.88230814866772,-65.28945018467684,76.19986290737454,-1.0013695248716474,Hadron
-74.64534205886446,32.51865358264443,-33.86045263094933,-38.70804729171064,Hadron
5.228903979468659,52.05105593516839,-19.377060172946027,-9.786465140188772,Hadron
47.379952114684464,59.0349513290595,10.166414444611293,84.53990018757673,Hadron
55.15313342906429,-142.20951048692586,-124.7204693732386,-81.65259086639297,Hadron
45.00196594727506,98.10268193810947,-22.308064660757136,102.22827521332043,Hadron
-83.38847095444355,-184.9276733073558,194.1258449060102,-61.5693104173991,Hadron
